new	1.0	-350.2167	419.4915	131.2018
past	2.0	-325.2167	394.4915	126.6567
past	3.0	-300.2167	369.4915	127.5256
past	4.0	-275.2167	344.4915	130.6549
past	5.0	-250.2167	319.4915	136.9209
past	6.0	-225.2167	294.4915	132.2193
past	7.0	-200.2167	269.4915	132.6414
past	8.0	-175.2167	244.4915	133.2867
past	9.0	-150.2167	219.4915	133.9533
past	10.0	-129.3640	199.9774	124.9533
future	11.0	-114.1723	180.9271	117.2444
future	12.0	-96.3438	158.2871	108.4356
future	13.0	-84.3509	133.2871	99.4356
future	14.0	-67.9864	109.4730	90.4356
future	15.0	-57.9019	94.3518	81.4356
future	16.0	-48.1451	69.3518	72.4356
future	17.0	-35.4012	48.1624	63.4356
future	18.0	-19.3942	29.3489	54.4356
future	19.0	-9.2728	15.3393	45.4356
future	20.0	1.2855	2.3380	36.4356
new	0.9	-348.8950	417.0292	131.2007
past	1.9	-324.6448	396.4064	126.7914
past	2.9	-300.2923	370.2232	127.6234
past	4.0	-275.6160	345.0119	130.7680
past	5.0	-247.9955	319.3713	136.7619
past	6.1	-226.2203	296.6789	132.4685
past	7.0	-202.3678	270.1258	132.4214
past	7.9	-173.9817	242.5895	133.2059
past	9.1	-150.0629	221.0580	134.0007
past	9.9	-130.6290	199.5468	125.1061
future	11.0	-114.1723	180.9271	117.2444
future	12.0	-96.3438	158.2871	108.4356
future	13.0	-84.3509	133.2871	99.4356
future	14.0	-67.9864	109.4730	90.4356
future	15.0	-57.9019	94.3518	81.4356
future	16.0	-48.1451	69.3518	72.4356
future	17.0	-35.4012	48.1624	63.4356
future	18.0	-19.3942	29.3489	54.4356
future	19.0	-9.2728	15.3393	45.4356
future	20.0	1.2855	2.3380	36.4356
new	1.0	-348.8682	417.7228	131.4419
past	1.9	-324.7627	393.8559	126.7476
past	2.9	-302.4469	369.7225	127.2998
past	4.0	-275.7186	344.0886	130.7645
past	5.1	-248.6943	317.2417	136.7045
past	6.0	-227.5550	294.1264	132.0529
past	6.9	-201.5793	268.0568	132.5068
past	8.0	-174.3821	243.2467	133.4965
past	9.0	-149.0523	218.0474	134.0863
past	9.9	-128.4608	201.1348	125.0634
future	11.0	-114.1723	180.9271	117.2444
future	12.0	-96.3438	158.2871	108.4356
future	13.0	-84.3509	133.2871	99.4356
future	14.0	-67.9864	109.4730	90.4356
future	15.0	-57.9019	94.3518	81.4356
future	16.0	-48.1451	69.3518	72.4356
future	17.0	-35.4012	48.1624	63.4356
future	18.0	-19.3942	29.3489	54.4356
future	19.0	-9.2728	15.3393	45.4356
future	20.0	1.2855	2.3380	36.4356
new	1.0	-350.8590	419.4111	131.3696
past	2.0	-325.6630	393.0497	126.8220
past	2.9	-299.5150	369.4004	127.5111
past	4.1	-276.9598	343.5540	130.4152
past	5.1	-247.7852	319.8316	136.8702
past	6.1	-224.9610	296.2683	132.3703
past	7.0	-197.8481	270.8859	132.6309
past	8.1	-176.0610	244.0991	133.3360
past	8.9	-149.7855	219.2216	134.1924
past	9.9	-131.5803	199.5330	125.0215
future	11.0	-114.1723	180.9271	117.2444
future	12.0	-96.3438	158.2871	108.4356
future	13.0	-84.3509	133.2871	99.4356
future	14.0	-67.9864	109.4730	90.4356
future	15.0	-57.9019	94.3518	81.4356
future	16.0	-48.1451	69.3518	72.4356
future	17.0	-35.4012	48.1624	63.4356
future	18.0	-19.3942	29.3489	54.4356
future	19.0	-9.2728	15.3393	45.4356
future	20.0	1.2855	2.3380	36.4356
new	1.0	-351.7688	420.4069	131.1079
past	2.1	-327.3410	394.4647	126.9033
past	3.0	-302.4599	369.4962	127.7243
past	4.0	-273.0104	345.1862	130.7856
past	5.1	-249.9440	319.3216	136.9969
past	6.0	-225.2070	292.3770	132.2133
past	6.9	-199.5322	268.6856	132.5139
past	8.0	-176.7734	246.2543	133.3588
past	9.1	-150.8361	217.1809	133.9288
past	10.0	-130.5831	199.9759	125.1700
future	11.0	-114.1723	180.9271	117.2444
future	12.0	-96.3438	158.2871	108.4356
future	13.0	-84.3509	133.2871	99.4356
future	14.0	-67.9864	109.4730	90.4356
future	15.0	-57.9019	94.3518	81.4356
future	16.0	-48.1451	69.3518	72.4356
future	17.0	-35.4012	48.1624	63.4356
future	18.0	-19.3942	29.3489	54.4356
future	19.0	-9.2728	15.3393	45.4356
future	20.0	1.2855	2.3380	36.4356
new	1.0	-347.7500	420.7026	131.4285
past	2.0	-325.7212	396.1452	126.5689
past	2.9	-299.7369	368.6273	127.3454
past	4.0	-275.5221	343.6912	130.4342
past	4.9	-249.4194	319.3149	137.0116
past	6.0	-223.5199	296.5435	132.2933
past	6.9	-202.0220	270.1790	132.6244
past	7.9	-177.4617	243.0365	133.4560
past	9.1	-148.2239	220.3761	133.7932
past	10.0	-129.9952	202.3593	124.9120
future	11.0	-114.1723	180.9271	117.2444
future	12.0	-96.3438	158.2871	108.4356
future	13.0	-84.3509	133.2871	99.4356
future	14.0	-67.9864	109.4730	90.4356
future	15.0	-57.9019	94.3518	81.4356
future	16.0	-48.1451	69.3518	72.4356
future	17.0	-35.4012	48.1624	63.4356
future	18.0	-19.3942	29.3489	54.4356
future	19.0	-9.2728	15.3393	45.4356
future	20.0	1.2855	2.3380	36.4356
new	1.1	-351.9499	418.3916	131.4297
past	2.0	-324.6803	395.7600	126.8447
past	3.0	-301.6615	371.9105	127.3067
past	4.1	-277.1283	346.2074	130.5496
past	5.0	-251.3105	318.5554	136.9481
past	5.9	-222.8538	293.1387	132.0101
past	6.9	-197.8824	269.1323	132.5117
past	8.1	-176.7646	242.6698	133.1072
past	9.0	-151.4534	221.2182	133.7158
past	10.0	-127.3268	198.7209	125.1920
future	11.0	-114.1723	180.9271	117.2444
future	12.0	-96.3438	158.2871	108.4356
future	13.0	-84.3509	133.2871	99.4356
future	14.0	-67.9864	109.4730	90.4356
future	15.0	-57.9019	94.3518	81.4356
future	16.0	-48.1451	69.3518	72.4356
future	17.0	-35.4012	48.1624	63.4356
future	18.0	-19.3942	29.3489	54.4356
future	19.0	-9.2728	15.3393	45.4356
future	20.0	1.2855	2.3380	36.4356
new	1.1	-351.4849	420.8084	131.4384
past	2.0	-323.9646	394.8713	126.9042
past	3.0	-301.3448	368.7558	127.5314
past	4.1	-277.4251	342.6270	130.4351
past	5.0	-250.2493	317.7116	136.9642
past	6.0	-222.7655	292.1438	132.2517
past	6.9	-198.5165	268.3941	132.8852
past	8.1	-176.5623	243.5683	133.4296
past	9.1	-149.9680	218.5427	134.1837
past	10.0	-126.9655	197.7718	125.1721
future	11.0	-114.1723	180.9271	117.2444
future	12.0	-96.3438	158.2871	108.4356
future	13.0	-84.3509	133.2871	99.4356
future	14.0	-67.9864	109.4730	90.4356
future	15.0	-57.9019	94.3518	81.4356
future	16.0	-48.1451	69.3518	72.4356
future	17.0	-35.4012	48.1624	63.4356
future	18.0	-19.3942	29.3489	54.4356
future	19.0	-9.2728	15.3393	45.4356
future	20.0	1.2855	2.3380	36.4356
new	1.0	-348.2445	421.0195	131.1056
past	2.1	-325.6558	393.3983	126.4194
past	2.9	-298.8951	371.7040	127.4887
past	4.0	-274.2031	346.7558	130.8670
past	5.0	-251.1396	321.5018	137.0830
past	5.9	-226.6880	293.2284	132.3103
past	7.0	-199.4553	269.1675	132.7832
past	7.9	-177.3547	242.9908	133.4091
past	9.1	-150.1661	217.2224	133.8688
past	10.0	-130.2384	199.7990	124.7777
future	11.0	-114.1723	180.9271	117.2444
future	12.0	-96.3438	158.2871	108.4356
future	13.0	-84.3509	133.2871	99.4356
future	14.0	-67.9864	109.4730	90.4356
future	15.0	-57.9019	94.3518	81.4356
future	16.0	-48.1451	69.3518	72.4356
future	17.0	-35.4012	48.1624	63.4356
future	18.0	-19.3942	29.3489	54.4356
future	19.0	-9.2728	15.3393	45.4356
future	20.0	1.2855	2.3380	36.4356
new	1.0	-348.6537	421.7035	131.3181
past	2.0	-324.7104	395.7312	126.7460
past	3.0	-302.4571	368.8394	127.5939
past	3.9	-275.9807	343.5735	130.7149
past	5.0	-249.4668	321.6869	136.9411
past	6.1	-225.8303	294.1540	132.1766
past	7.0	-200.5091	269.0103	132.7124
past	8.0	-176.3719	243.4107	133.4149
past	9.0	-148.1047	219.3530	134.1995
past	10.1	-131.1084	201.2231	124.8048
future	11.0	-114.1723	180.9271	117.2444
future	12.0	-96.3438	158.2871	108.4356
future	13.0	-84.3509	133.2871	99.4356
future	14.0	-67.9864	109.4730	90.4356
future	15.0	-57.9019	94.3518	81.4356
future	16.0	-48.1451	69.3518	72.4356
future	17.0	-35.4012	48.1624	63.4356
future	18.0	-19.3942	29.3489	54.4356
future	19.0	-9.2728	15.3393	45.4356
future	20.0	1.2855	2.3380	36.4356
new	1.1	-350.6991	420.6229	131.2126
past	2.0	-324.0852	394.2812	126.8328
past	3.0	-297.9281	367.6422	127.5374
past	3.9	-275.4688	343.7425	130.6730
past	5.0	-249.8599	319.3901	136.9409
past	5.9	-223.1576	294.2741	132.1433
past	7.0	-198.5621	268.9393	132.5539
past	8.1	-177.5158	244.3614	133.1740
past	8.9	-151.3279	218.4516	133.7645
past	9.9	-126.9542	201.6367	125.0356
future	11.0	-114.1723	180.9271	117.2444
future	12.0	-96.3438	158.2871	108.4356
future	13.0	-84.3509	133.2871	99.4356
future	14.0	-67.9864	109.4730	90.4356
future	15.0	-57.9019	94.3518	81.4356
future	16.0	-48.1451	69.3518	72.4356
future	17.0	-35.4012	48.1624	63.4356
future	18.0	-19.3942	29.3489	54.4356
future	19.0	-9.2728	15.3393	45.4356
future	20.0	1.2855	2.3380	36.4356
new	1.0	0.0000	420.5484	131.0978
past	2.0	-324.2458	393.8372	0.0000
past	2.9	-299.0398	371.6382	127.7590
past	4.1	-277.0464	343.9493	130.4455
past	4.9	-251.8359	317.6885	0.0000
past	5.9	-224.4107	296.1130	0.0000
past	7.0	-202.2050	0.0000	132.4249
past	8.0	-176.8835	245.7795	133.3670
past	9.0	-147.9072	217.7822	134.1145
past	9.9	-130.7798	199.4651	125.0408
future	11.0	-114.1723	180.9271	117.2444
future	12.0	-96.3438	158.2871	108.4356
future	13.0	-84.3509	133.2871	99.4356
future	14.0	-67.9864	109.4730	90.4356
future	15.0	-57.9019	94.3518	81.4356
future	16.0	-48.1451	69.3518	72.4356
future	17.0	-35.4012	48.1624	63.4356
future	18.0	-19.3942	29.3489	54.4356
future	19.0	-9.2728	15.3393	45.4356
future	20.0	1.2855	2.3380	36.4356
new	1.1	-349.3693	417.3350	130.9665
past	2.0	-322.8670	395.9315	126.5702
past	3.0	-301.9908	371.8045	127.5507
past	3.9	-276.5579	345.4894	130.7138
past	5.0	-250.1924	319.0514	136.6735
past	6.1	-226.3781	292.1535	132.3096
past	7.1	-199.9969	271.4532	132.7442
past	8.0	-177.0039	243.1188	133.3682
past	9.0	-148.8188	0.0000	133.9378
past	10.0	0.0000	0.0000	125.1313
