
0.96	0.1119	1.4035	0.8684
1.76	0.1227	1.3999	0.9342
2.60	0.1536	1.2854	0.9552
3.57	0.1942	0.9330	0.9413
4.60	0.2409	0.4854	0.9079
5.43	0.2648	0.2357	0.8828
6.24	0.3384	0.1500	0.8824
7.05	0.3170	0.1315	0.8895
8.02	0.1119	0.1525	0.9056
8.98	-0.0703	0.1726	0.9250
8.99	-0.0673	0.1714	0.9241
9.00	-0.0658	0.1705	0.9232
9.02	-0.0623	0.1700	0.9223
9.03	-0.0607	0.1691	0.9214
9.04	-0.0581	0.1686	0.9204
9.05	-0.0568	0.1676	0.9184
9.06	-0.0543	0.1671	0.9175
9.07	-0.0529	0.1666	0.9163
9.07	-0.0504	0.1660	0.9152
9.08	-0.0489	0.1656	0.9143
9.09	-0.0475	0.1651	0.9132
9.10	-0.0451	0.1646	0.9120
9.11	-0.0427	0.1641	0.9109
9.12	-0.0402	0.1636	0.9098
9.13	-0.
