new	-416.6008	332.5267	131.2411
past	-396.6535	319.0551	125.4356
past	-379.9940	299.6927	118.3599
past	-354.9940	286.5192	112.6041
past	-334.2358	263.3259	103.6041
past	-309.2358	249.1714	98.7455
past	-284.5100	233.8669	89.7455
past	-260.2950	208.8669	80.7455
past	-235.2950	185.9052	80.9066
past	-219.4912	164.8658	71.9066
future	-197.3086	144.5411	62.9066
future	-178.9464	132.3809	59.9542
future	-153.9464	116.6699	56.1123
future	-128.9464	93.9198	47.1123
future	-113.1216	77.4378	38.1123
future	-91.5148	59.9711	29.1385
future	-69.9417	39.7125	26.9720
future	-44.9417	20.4502	18.5223
future	-22.9497	11.4243	14.0695
future	2.0503	-4.7288	5.0695
new	-414.2429	334.2344	131.3337
past	-394.9974	320.2498	125.4818
past	-379.5600	301.6989	118.4124
past	-354.0061	284.6855	112.7760
past	-333.0023	264.3042	103.7175
past	-309.3526	251.0129	98.9697
past	-283.2902	236.1799	89.8227
past	-261.1114	207.2905	80.9694
past	-234.6533	186.7613	80.9245
past	-218.9382	163.5867	71.8732
future	-197.3086	144.5411	62.9066
future	-178.9464	132.3809	59.9542
future	-153.9464	116.6699	56.1123
future	-128.9464	93.9198	47.1123
future	-113.1216	77.4378	38.1123
future	-91.5148	59.9711	29.1385
future	-69.9417	39.7125	26.9720
future	-44.9417	20.4502	18.5223
future	-22.9497	11.4243	14.0695
future	2.0503	-4.7288	5.0695
new	-416.0000	334.6353	131.3799
past	-397.4153	317.7213	125.3603
past	-379.2584	300.7843	118.1556
past	-354.7393	287.2170	112.4745
past	-332.3044	262.9918	103.3970
past	-307.2773	249.3545	98.7916
past	-283.3153	233.2117	89.5490
past	-262.1764	210.2581	80.5672
past	-234.4456	184.8417	81.1407
past	-220.5555	165.9543	72.0742
future	-197.3086	144.5411	62.9066
future	-178.9464	132.3809	59.9542
future	-153.9464	116.6699	56.1123
future	-128.9464	93.9198	47.1123
future	-113.1216	77.4378	38.1123
future	-91.5148	59.9711	29.1385
future	-69.9417	39.7125	26.9720
future	-44.9417	20.4502	18.5223
future	-22.9497	11.4243	14.0695
future	2.0503	-4.7288	5.0695
new	-417.1368	332.5912	131.3703
past	-394.9276	320.3631	125.6644
past	-378.9589	300.6854	118.1102
past	-355.0179	288.8145	112.5425
past	-332.2568	262.8778	103.6530
past	-310.7188	250.7610	98.9727
past	-285.5085	232.0788	89.6751
past	-261.8523	208.4513	80.9250
past	-235.6076	188.0830	80.8132
past	-219.5778	163.7132	71.7173
future	-197.3086	144.5411	62.9066
future	-178.9464	132.3809	59.9542
future	-153.9464	116.6699	56.1123
future	-128.9464	93.9198	47.1123
future	-113.1216	77.4378	38.1123
future	-91.5148	59.9711	29.1385
future	-69.9417	39.7125	26.9720
future	-44.9417	20.4502	18.5223
future	-22.9497	11.4243	14.0695
future	2.0503	-4.7288	5.0695
new	-415.9525	330.6954	131.1882
past	-396.8870	319.8490	125.6532
past	-378.8135	301.3597	118.6029
past	-356.1003	286.5851	112.5301
past	-335.2112	261.7080	103.6123
past	-308.4132	246.8502	98.7052
past	-285.2573	235.2001	89.7370
past	-259.8077	207.4796	80.8627
